;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
1132;3321;Qué pena que haya gente como USER que apuestan por gobiernos que matan de hambre a su pueblo. Para eso me gustabas! HASHTAG HASHTAG HASHTAG https://t.co/dxo4QvqAOh;-1.0;Qué pena que haya gente como que apuestan por gobiernos que matan de hambre a su pueblo  Para eso me gustabas;-1.0
1133;3322;USER Que bueno es sentirse del lado correcto de la historia HASHTAG;1.0;Que bueno es sentirse del lado correcto de la historia;0.0
1134;3325;Nunca podremos olvidar el trágico día en el que Notre Dame fue devorada por las llamas. Tendremos que aprender a vivir con la nueva imagen de la famosa catedral, recordando con tristeza su impresionante aguja central de 96 metros. HASHTAG HASHTAG https://t.co/XYoa8jKv35;-1.0;Nunca podremos olvidar el trágico día en el que Notre Dame fue devorada por las llamas  Tendremos que aprender a vivir con la nueva imagen de la famosa catedral  recordando con tristeza su impresionante aguja central de 96 metros ;-1.0
1135;3327;Feliz día para todas las personas que disfrutan del valor de los HASHTAG. HASHTAG https://t.co/NEWSq8LN2D;1.0;Feliz día para todas las personas que disfrutan del valor de los ;1.0
1136;3329;miraculers, me voy a dormir, lo he pasado bien hoy dia con el capitulo tormentosa 2 en latino, y mal por lo que a pasado hoy con la HASHTAG, en verdad a sido triste con la ciudad francia, paris, un pais hermoso, y triste a la vez, por esto, bueno nos vemos, los quiero😊😢😪😪;-1.0;miraculers  me voy a dormir  lo he pasado bien hoy dia con el capitulo tormentosa 2 en latino  y mal por lo que a pasado hoy con la  en verdad a sido triste con la ciudad francia  paris  un pais hermoso  y triste a la vez  por esto  bueno nos vemos  los quiero;-1.0
1137;3331;HASHTAG 📖 Una trabajadora social de MSF ayuda a los niños a seguir con su rutina escolar en nuestra clínica en HASHTAG, por eso Nadler (en la foto), de 12 años, puede continuar con sus ejercicios de escritura y lectura. https://t.co/ERQTH7fiW7;1.0;Una trabajadora social de MSF ayuda a los niños a seguir con su rutina escolar en nuestra clínica en  por eso Nadler  en la foto   de 12 años  puede continuar con sus ejercicios de escritura y lectura ;0.0
1138;3332;Un poco de humor entre tanta pérdida... HASHTAG HASHTAG HASHTAG https://t.co/lnsoyszRZl;1.0;Un poco de humor entre tanta pérdida ;-1.0
1139;3333;Cómo que se incendió la casa de Cuauhtémoc?  Lamento las pérdidas 😣 HASHTAG;-1.0;Cómo que se incendió la casa de Cuauhtémoc  Lamento las pérdidas;-1.0
1140;3334;No lo puedo creer tantos recuerdos tengo de ese viaje, que parece imposible qe haya sucedido. Me estaba comiendo unos vuala gamesa y no pude contener el llanto al saber lo que pasa en París. Que grande tristeza... HASHTAG HASHTAG https://t.co/G2MDtB72QM;-1.0;No lo puedo creer tantos recuerdos tengo de ese viaje  que parece imposible qe haya sucedido  Me estaba comiendo unos vuala gamesa y no pude contener el llanto al saber lo que pasa en París  Que grande tristeza ;-1.0
1141;3335;Me encantan las personas anónimas que empujan y construyen. HASHTAG HASHTAG;1.0;Me encantan las personas anónimas que empujan y construyen ;1.0
1142;3338;Que bonita España cuando votas bien ❤️👏🏻 HASHTAG;1.0;Que bonita España cuando votas bien;0.0
1143;3343;Después de ver el tercer capítulo de HASHTAG de la última temporada, solo puedo decir: Madre mía del amor hermoso... https://t.co/MAy8FRo9sK;1.0;Después de ver el tercer capítulo de de la última temporada  solo puedo decir  Madre mía del amor hermoso ;1.0
1144;3345;Arya es la puta ama HASHTAG;1.0;Arya es la puta ama;0.0
1145;3346;Qué triste, aunque la reconstruyan no volverá a ser igual.  HASHTAG https://t.co/hyGvWNpkNr;-1.0;Qué triste  aunque la reconstruyan no volverá a ser igual ;-1.0
1146;3349;El mejor episodio de la puta historia de Juego de Tronos ha sido el de hoy y punto. HASHTAG HASHTAG;1.0;El mejor episodio de la puta historia de Juego de Tronos ha sido el de hoy y punto ;0.0
1147;3353;Celebrando el HASHTAG con dos de mi más recientes obras HASHTAG y HASHTAG gracias a quienes los leen y a quienes los recomiendan. https://t.co/qgdUyvA2xR;1.0;Celebrando el con dos de mi más recientes obras y gracias a quienes los leen y a quienes los recomiendan ;1.0
1148;3356;USER Hoy el USER se pronuncia sobre la tragedia en Francia, esta tragedia representa un gran dolor para la cultura HASHTAG;-1.0;Hoy el se pronuncia sobre la tragedia en Francia  esta tragedia representa un gran dolor para la cultura;-1.0
1149;3361;Desolador ver cómo nos estamos cargando todo. Impotencia, rabia. Más de 800 años de historia en llamas.   800 años.   HASHTAG https://t.co/a0G5OOpYuy;-1.0;Desolador ver cómo nos estamos cargando todo  Impotencia  rabia  Más de 800 años de historia en llamas  800 años ;-1.0
1150;3366;HASHTAG ❤❤ Qué pena que pronto acabe!!¡ 😢😢😢😢 https://t.co/CdTHJlaVFy;-1.0;Qué pena que pronto acabe;-1.0
1151;3371;HASHTAG nunca llegue a visitar tan grandiosa construcción. Solo vista en imágenes y videos.. 😭;-1.0;nunca llegue a visitar tan grandiosa construcción  Solo vista en imágenes y videos  ;0.0
1152;3374;Todo mi apoyo a los niños y jóvenes que HOY nos dan un jalón de orejas y nos piden CUIDAR nuestro maravilloso 🌎. Que su poderoso mensaje se haga escuchar en cada rincón y que la lucha sea más fuerte cada día!!! HASHTAG HASHTAG HASHTAG https://t.co/In5RwgHgXN;1.0;Todo mi apoyo a los niños y jóvenes que HOY nos dan un jalón de orejas y nos piden CUIDAR nuestro maravilloso  Que su poderoso mensaje se haga escuchar en cada rincón y que la lucha sea más fuerte cada día;1.0
1153;3375;Que esta pasando!! Los venezolanos estas sufriendo..  😢😢😢 Oremos por Venezuela..    Espero que todo esto termine 😣😣  USER  HASHTAG;-1.0;Que esta pasando Los venezolanos estas sufriendo   Oremos por Venezuela   Espero que todo esto termine;-1.0
1154;3385;"HASHTAG dando cátedra de cómo anotar un tiro libre. Leo llega a los 600 goles com HASHTAG y lo hace en la HASHTAG con uno de altura. Su primer gol fue el 1 de mayo de 2005; 14 años exactamente después el número 600. HASHTAG  |  https://t.co/5E5wcIMK0N";1.0;dando cátedra de cómo anotar un tiro libre  Leo llega a los 600 goles com y lo hace en la con uno de altura  Su primer gol fue el 1 de mayo de 2005  14 años exactamente después el número 600 ;0.0
1155;3386;Ya es hora, el pais hoy se levanta con mas fuerza que nunca, todos juntos con un solo objetivo el cese de la usurpacion HASHTAG;1.0;Ya es hora  el pais hoy se levanta con mas fuerza que nunca  todos juntos con un solo objetivo el cese de la usurpacion;0.0
1156;3399;"Parece un fotograma de ""El Jorobado de Notre Dame"", pero no, tristemente no. Las gárgolas, que tantas cosas han visto, y resistido, hoy contemplan las llamas. HASHTAG https://t.co/U2Swf7hkVF";-1.0;Parece un fotograma de  El Jorobado de Notre Dame   pero no  tristemente no  Las gárgolas  que tantas cosas han visto  y resistido  hoy contemplan las llamas ;-1.0
1157;3409;Feliz HASHTAG. Por todos los libros, por toda la inspiración. HASHTAG;1.0;Feliz  Por todos los libros  por toda la inspiración ;1.0
1158;3412;Una gran tragedia lo sucedido con HASHTAG en HASHTAG en verdad una pena, esperemos todo se solucione por allá, un gran saludo a los HASHTAG y que se recuperen de ésta tremenda desgracia.;-1.0;Una gran tragedia lo sucedido con en en verdad una pena  esperemos todo se solucione por allá  un gran saludo a los y que se recuperen de ésta tremenda desgracia ;-1.0
1159;3413;MADRE MÍA MESSI! 😱 Qué bonito tiro libre HASHTAG HASHTAG HASHTAG;1.0;MADRE MÍA MESSI Qué bonito tiro libre;0.0
1160;3414;Lo bueno del 1ero de Mayo poder ver la HASHTAG en casa HASHTAG;1.0;Lo bueno del 1ero de Mayo poder ver la en casa;1.0
1161;3415;Llora el mundo, llora París, lloro yo  HASHTAG https://t.co/I3t6pAW7Vu;-1.0;Llora el mundo  llora París  lloro yo;-1.0
1162;3424;HASHTAG... Celebrando a tan magno amigo! USER  y nuestro Alcalde con  los niños disfrutando de una mágica lectura... https://t.co/FlekksNFjc;1.0; Celebrando a tan magno amigo y nuestro Alcalde con los niños disfrutando de una mágica lectura ;1.0
1163;3425;HASHTAG lo mejor de no tener spoilers de los capítulos es no haber visto ni uno solo de toooda la serie, así ya ni se de que hablan, 😎😎 ya cuando acabe pues empiezo a verla;1.0;lo mejor de no tener spoilers de los capítulos es no haber visto ni uno solo de toooda la serie  así ya ni se de que hablan  ya cuando acabe pues empiezo a verla;0.0
1164;3431;Hoy puedo decir que sí que me siento orgullosa de España, aunque esos 24 escaños que ha sacado VOX me preocupan. HASHTAG;1.0;Hoy puedo decir que sí que me siento orgullosa de España  aunque esos 24 escaños que ha sacado VOX me preocupan ;-1.0
1165;3433;Hoy se ha perdido en horas, lo que la humanidad conservó durante siglos... No solo HASHTAG sufre... HASHTAG: me siento triste;-1.0;Hoy se ha perdido en horas  lo que la humanidad conservó durante siglos  No solo sufre   me siento triste;-1.0
1166;3435;Gracias, hoy puedo dormir tranquila.  HASHTAG;1.0;Gracias  hoy puedo dormir tranquila ;1.0
1167;3437;Muy terrible lo de Notre-Dame, también fue triste lo de Palmira en Siria cuna de la civilización más de 6000 años de historia. No vi que nadie llorará. Doble estándar HASHTAG HASHTAG HASHTAG https://t.co/maCPlfJMjg;-1.0;Muy terrible lo de NotreDame  también fue triste lo de Palmira en Siria cuna de la civilización más de 6000 años de historia  No vi que nadie llorará  Doble estándar;-1.0
1168;3438;La tragedia de HASHTAG y las fotos de sus viajes de hace 3 años a París, nos sirvió para darnos cuenta que ni el dinero quita lo naco.;-1.0;La tragedia de y las fotos de sus viajes de hace 3 años a París  nos sirvió para darnos cuenta que ni el dinero quita lo naco ;-1.0
1169;3440;Adoro los dias de HASHTAG pero más cuando juega mi equipo HASHTAG;1.0;Adoro los dias de pero más cuando juega mi equipo;0.0
1170;3450;Ni pensar que ustedes alguna vez gozaron de prestigio y aceptación. Venevision, Televen y Gobovision. Que pena HASHTAG HASHTAG HASHTAG;-1.0;Ni pensar que ustedes alguna vez gozaron de prestigio y aceptación  Venevision  Televen y Gobovision  Que pena;1.0
1171;3451;RT MaestraTuitera: HASHTAG No busquen excusas para abrir un libro, háganlo sin pensar más allá, que todo lo que viene con ese gesto son beneficios: Te hace más libre, te aumenta las conexiones del cerebro, da experiencia, te encuentra contigo mismo … https://t.co/N3qNUiwmFO;1.0;MaestraTuitera  No busquen excusas para abrir un libro  háganlo sin pensar más allá  que todo lo que viene con ese gesto son beneficios  Te hace más libre  te aumenta las conexiones del cerebro  da experiencia  te encuentra contigo mismo;1.0
1172;3455;Lo mejor de mi experiencia como Presidenta de Mesa:   Se acerca una señora con una sonrisa de oreja a oreja y me dice “maja, tengo 102 años y vengo a votar con una ilusión bárbara”  Entrañable no, lo siguiente   HASHTAG;1.0;Lo mejor de mi experiencia como Presidenta de Mesa  Se acerca una señora con una sonrisa de oreja a oreja y me dice maja  tengo 102 años y vengo a votar con una ilusión bárbara Entrañable no  lo siguiente;1.0
1173;3456;HASHTAG, Es una gran pérdida la destrucción de Notre Dame y la alcaldesa de Paris propone una conferencia internacional de donantes para su reconstrucción.  ¿Donde están esos donantes para erradicar guerras y hambre en el mundo.?;-1.0; Es una gran pérdida la destrucción de Notre Dame y la alcaldesa de Paris propone una conferencia internacional de donantes para su reconstrucción  Donde están esos donantes para erradicar guerras y hambre en el mundo  ;-1.0
1174;3459;HASHTAG y como siempre ni un digital recibiré 😣;-1.0;y como siempre ni un digital recibiré;0.0
1175;3463;El día después de las HASHTAG me meto aquí y lo que verdaderamente me da miedo son los tweets cargados de odio, mofa, burla, faltas de respeto... Qué pena que en tantos años hayamos aprendido TAN poco.;-1.0;El día después de las me meto aquí y lo que verdaderamente me da miedo son los tweets cargados de odio  mofa  burla  faltas de respeto  Qué pena que en tantos años hayamos aprendido TAN poco ;-1.0
1176;3469;Por fin puedo decir que estoy orgullosa de que los españoles hayan levantado el culo del sofá y hayan ido a votar para lograr frenar a los conservadores. Gracias. HASHTAG HASHTAG;1.0;Por fin puedo decir que estoy orgullosa de que los españoles hayan levantado el culo del sofá y hayan ido a votar para lograr frenar a los conservadores  Gracias ;1.0
1177;3470;HASHTAG  Siempre fue mi personaje favorito 😏 Muy épico todo, joder. Yo con este subidón post capítulo a ver cómo consigo dormirme!!! HASHTAG https://t.co/gFG1GI1Ttu;1.0;Siempre fue mi personaje favorito Muy épico todo  joder  Yo con este subidón post capítulo a ver cómo consigo dormirme;0.0
1178;3475;España es más plural y moderada de lo que pensábamos (o temíamos). Me quedo con esta lectura de unas elecciones que me dejan un buen sabor de boca. HASHTAG HASHTAG;1.0;España es más plural y moderada de lo que pensábamos  o temíamos   Me quedo con esta lectura de unas elecciones que me dejan un buen sabor de boca ;1.0
1179;3478;Gracias a todos los que hoy me habéis acompañado. HASHTAG HASHTAG USER https://t.co/0hTs1bXMsd;1.0;Gracias a todos los que hoy me habéis acompañado ;0.0
1180;3479;Feliz HASHTAG a todos. A pesar de la mañana lluviosa que hemos tenido en HASHTAG había gente visitando los puestos de la Plaza Mayor. Por la tarde, con mejor tiempo, ha habido más animación. Felicidades a USER por otro HASHTAG sacando los libros a la calle. https://t.co/7iTyL3GRQ2;1.0;Feliz a todos  A pesar de la mañana lluviosa que hemos tenido en había gente visitando los puestos de la Plaza Mayor  Por la tarde  con mejor tiempo  ha habido más animación  Felicidades a por otro sacando los libros a la calle ;1.0
1181;3481;Qué tolerantes somos todos mientras ganen los nuestros. HASHTAG HASHTAG HASHTAG HASHTAG;-1.0;Qué tolerantes somos todos mientras ganen los nuestros ;1.0
1182;3482;CAMPEEONEESSS CAAAMPEEEONESS OLÉ OLÉ OLÉ!!!! HASHTAG HASHTAG HASHTAG   USER USER;1.0;CAMPEEONEESSS CAAAMPEEEONESS OLÉ OLÉ OLÉ;0.0
1183;3485;Shakespeare y Cervantes deben estar orgullosos de nosotros. Feliz HASHTAG a todos, y que los libros nos sigan devorando.;1.0;Shakespeare y Cervantes deben estar orgullosos de nosotros  Feliz a todos  y que los libros nos sigan devorando ;1.0
1184;3489;No sabes lo pobres que eres hasta que te das cuenta que está ardiendo la Catedral de HASHTAG y tu no la alcanzaste a conocer. Bueno no conoces ni la Basílica de la cdmx 😭;-1.0;No sabes lo pobres que eres hasta que te das cuenta que está ardiendo la Catedral de y tu no la alcanzaste a conocer  Bueno no conoces ni la Basílica de la cdmx;0.0
1185;3490;Memoria y desastres. Chile en 1863 también sufrió de un gran incendio😔  Como país que sufrimos de constantes perdidas patrimoniales, toda la fuerza a Francia en este momento tan doloroso. Aprendamos de las Cistus, la flor que resiste al fuego✊ https://t.co/d5tyNbnPBm HASHTAG https://t.co/iH2OkZQpGv;-1.0;Memoria y desastres  Chile en 1863 también sufrió de un gran incendio Como país que sufrimos de constantes perdidas patrimoniales  toda la fuerza a Francia en este momento tan doloroso  Aprendamos de las Cistus  la flor que resiste al fuego;-1.0
1186;3492;No existe persona en este momento a la que admire más que a esta chica! HASHTAG en el parlamento europeo ! https://t.co/yhgStxH8F0;1.0;No existe persona en este momento a la que admire más que a esta chica en el parlamento europeo;1.0
1187;3493;En estas horas la población francesa y la comunidad de creyentes estamos realmente muy triste e impactado con la terrible noticia de HASHTAG. Cuidemos a nuestro hospital de campaña ya que esta sufrieron muchas persecuciones;-1.0;En estas horas la población francesa y la comunidad de creyentes estamos realmente muy triste e impactado con la terrible noticia de  Cuidemos a nuestro hospital de campaña ya que esta sufrieron muchas persecuciones;-1.0
1188;3494;- Liga ✔ - Copa del Rey 🔜 - Champions 🔜 Vamos a por ese triplete jodeeeerrr💪❤💙  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Liga Copa del Rey Champions Vamos a por ese triplete jodeeeerrr;0.0
1189;3497;HASHTAG  HASHTAG  Ojalá que la final no sea tan agridulce con pizcas de decepción como la de HASHTAG;-1.0;Ojalá que la final no sea tan agridulce con pizcas de decepción como la de;-1.0
1190;3500;Yo pondría a jugar a Raúl de Tomás 😂 HASHTAG HASHTAG HASHTAG https://t.co/oRmsOblaYq;1.0;Yo pondría a jugar a Raúl de Tomás;0.0
1191;3507;Messi hijo de puta, te amo, ven te beso tu pie izquierdo HASHTAG HASHTAG HASHTAG;1.0;Messi hijo de puta  te amo  ven te beso tu pie izquierdo;0.0
1192;3509;HASHTAG 5 libros para quienes aman viajar por el mundo 👉 https://t.co/GWpj1DZVkM https://t.co/kOHA1a9hyQ;1.0;5 libros para quienes aman viajar por el mundo;0.0
1193;3510;HASHTAG HASHTAG HASHTAG  GOLAZO del USER!  Lionel HASHTAG 🇦🇷 la clavó al ángulo luego de un tiro libre fantástico. HASHTAG 3 - HASHTAG 0;1.0;GOLAZO del Lionel la clavó al ángulo luego de un tiro libre fantástico  3 0;0.0
1194;3511;"Ayer mucho lloré. Unos me dirán ""loca, llorar por un edificio antiguo"" y otros, ""normal, llorar por un edificio antiguo"". HASHTAG";-1.0;Ayer mucho lloré  Unos me dirán  loca  llorar por un edificio antiguo  y otros   normal  llorar por un edificio antiguo  ;-1.0
1195;3512;Aún me queda fe en la sociedad española después de estas HASHTAG;1.0;Aún me queda fe en la sociedad española después de estas;0.0
1196;3515;¡ Feliz día del libro! Uno día muy emocionante con la visita de los abuelos por la mañana y el cuentacuentos de los alumnos de Segundo de primaria. Mil gracias a todos HASHTAG HASHTAG HASHTAG HASHTAG USER https://t.co/U4TsXh9LWa;1.0;Feliz día del libro Uno día muy emocionante con la visita de los abuelos por la mañana y el cuentacuentos de los alumnos de Segundo de primaria  Mil gracias a todos;1.0
1197;3516;¡No termines el HASHTAG sin haber comprado literatura de combate!  Puedes consultar nuestro catálogo en nuestra página web, así como consultar precios y leer breves descripciones de los materiales. ¡No lo dudes y compra! 👇🏽 HASHTAG HASHTAG https://t.co/nvu8nbOVnh https://t.co/cyy53bvdA4;1.0;No termines el sin haber comprado literatura de combate Puedes consultar nuestro catálogo en nuestra página web  así como consultar precios y leer breves descripciones de los materiales  No lo dudes y compra;0.0
1198;3517;Celebramos el HASHTAG📚 con las obras de algunos de nuestros investigadores: “La otra gran ilusión. Memorias de un físico mexicano”, de Jorge Flores Valdés. HASHTAG https://t.co/S8fACtP58p https://t.co/JJUmK9e6hB;1.0;Celebramos el con las obras de algunos de nuestros investigadores  La otra gran ilusión  Memorias de un físico mexicano  de Jorge Flores Valdés ;1.0
1199;3521;¡Qué pinches nervios! HASHTAG HASHTAG   ¡Visca Barça!;1.0;Qué pinches nervios Visca Barça;-1.0
1200;3524;Cuánta tristeza da perder tanta historia HASHTAG https://t.co/gwau30Z7sD;-1.0;Cuánta tristeza da perder tanta historia;-1.0
1201;3533;En la oficina siempre me acompañan algunos de mis libros. Son una “montaña” de recuerdos y vivencias.   HASHTAG https://t.co/4aH77baWn1;1.0;En la oficina siempre me acompañan algunos de mis libros  Son una montaña de recuerdos y vivencias ;0.0
1202;3535;¡Nos alegramos mucho de que te haya gustado! ¡Feliz HASHTAG https://t.co/8fu9WW11gy;1.0;Nos alegramos mucho de que te haya gustado Feliz;1.0
1203;3538;Pensar que decian no les gustaba Vidal porque pasaba expulsado.  La clase, talento, categoría y espíritu de combate que tiene, lo hacen un fuera de serie.  HASHTAG HASHTAG;1.0;Pensar que decian no les gustaba Vidal porque pasaba expulsado  La clase  talento  categoría y espíritu de combate que tiene  lo hacen un fuera de serie ;-1.0
1204;3546;Les da tristeza HASHTAG y les da felicidad Los goles de Messi en el HASHTAG. Llueven tweets. Somos divinos!;1.0;Les da tristeza y les da felicidad Los goles de Messi en el  Llueven tweets  Somos divinos;0.0
1205;3547;CUANDO NO LIONEL EL MEJOR DE TODOS LOS TIEMPOS SIGANSELA CHUPANDO AL REY  HASHTAG;1.0;CUANDO NO LIONEL EL MEJOR DE TODOS LOS TIEMPOS SIGANSELA CHUPANDO AL REY;1.0
1206;3553;"HASHTAG está entre dos fuegos; ambos bandos de similar abyección. Me apena mucho la realidad de esa Nación hermana. https://t.co/dXUw1FRTPG";-1.0;está entre dos fuegos  ambos bandos de similar abyección  Me apena mucho la realidad de esa Nación hermana ;-1.0
1207;3559;Todo listo con el Amor de Mi Vida para celebrar un nuevo título de HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG   HASHTAG  HASHTAG https://t.co/FNxgPSZpAx;1.0;Todo listo con el Amor de Mi Vida para celebrar un nuevo título de;1.0
1208;3564;Llora cuasimodo, llora París, lloran todos HASHTAG;-1.0;Llora cuasimodo  llora París  lloran todos;-1.0
1209;3567;Fue Una Linda Tarde De HASHTAG 👐⚽;1.0;Fue Una Linda Tarde De;0.0
1210;3570;El incendio en HASHTAG puso de luto al mundo entero, ¿pero cuál pudo ser el sentimiento colectivo de los franceses? Esta, la platica que tuve con el arquitecto francés André-Jaques Bodin. HASHTAG https://t.co/VuFqSqYIt0;-1.0;El incendio en puso de luto al mundo entero  pero cuál pudo ser el sentimiento colectivo de los franceses  Esta  la platica que tuve con el arquitecto francés AndréJaques Bodin ;-1.0
1211;3572;El pasado sábado 28 celebramos al lado de nuestro HASHTAG sus 9 ABRILES. Nuestro CRACK PIPE ESPINEL. Como solemos hacer los amantes de la redonda y del verde, animados con la final de la HASHTAG HASHTAG... https://t.co/78iUAkbTvM;1.0;El pasado sábado 28 celebramos al lado de nuestro sus 9 ABRILES  Nuestro CRACK PIPE ESPINEL  Como solemos hacer los amantes de la redonda y del verde  animados con la final de la ;1.0
1212;3576;Siento pena y empatía por HASHTAG. Lamentablemente gasté la pena y ahora no me queda empatía por la destrucción de bosques y otras tragedias mundiales 🙄;-1.0;Siento pena y empatía por  Lamentablemente gasté la pena y ahora no me queda empatía por la destrucción de bosques y otras tragedias mundiales;-1.0
1213;3578;"Quitando ""polvos"" y celebraciones especiales ... han sido unos de los 81 minutos mejores de mi vida HASHTAG  HASHTAG";1.0;Quitando  polvos  y celebraciones especiales  han sido unos de los 81 minutos mejores de mi vida;1.0
1214;3581;Es algo de lo que estar contento HASHTAG https://t.co/vah7qVDzrB;1.0;Es algo de lo que estar contento;1.0
1215;3585;HASHTAG - Ante la grave crisis que hay en HASHTAG, USER decidió suspender el encuentro entre Argentinos y Estudiantes de HASHTAG a disputarse este jueves a las 17. El encuentro será reprogramado y el plantel volverá a Buenos Aires en las próximas horas pensando en HASHTAG https://t.co/VBzOVTB6Xz;-1.0;Ante la grave crisis que hay en  decidió suspender el encuentro entre Argentinos y Estudiantes de a disputarse este jueves a las 17  El encuentro será reprogramado y el plantel volverá a Buenos Aires en las próximas horas pensando en;-1.0
1216;3589;USER HASHTAG básicos... Si se manifiestan son atacados por gases, balas, atropellados... Es muy triste lo que están viviendo. Mi apoyo incondicionala por una Venezuela Libre. HASHTAG 💛💙❤️;-1.0;básicos  Si se manifiestan son atacados por gases  balas  atropellados  Es muy triste lo que están viviendo  Mi apoyo incondicionala por una Venezuela Libre ;0.0
1217;3590;Este momento de mi vida le llamo felicidad... No hay trabajo y lo más hermoso hay HASHTAG y mejor aún juega el USER 🔵🔴 HASHTAG HASHTAG;1.0;Este momento de mi vida le llamo felicidad  No hay trabajo y lo más hermoso hay y mejor aún juega el;1.0
1218;3591;🔴🔵 Campeón fcbarcelona de HASHTAG 2018/19 🔵🔴 gracias por alegría ⚽🏆  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG en Remedios De… https://t.co/IKZG2ZaeQo;1.0;Campeón fcbarcelona de 2018 19 gracias por alegría en Remedios De;1.0
1219;3592;Que tristeza tengo ante la noticia del gran incendio en HASHTAG. Está sufriendo la historia, la pasada y la futura. Me duele como las nuevas generaciones están perdiendo años y siglos de aprendizaje. HASHTAG;-1.0;Que tristeza tengo ante la noticia del gran incendio en  Está sufriendo la historia  la pasada y la futura  Me duele como las nuevas generaciones están perdiendo años y siglos de aprendizaje ;-1.0
1220;3593;Muy orgulloso de mis colores Blaugranas ❤️💙⚽️  Muy orgulloso de todo el equipo !  ¡ HASHTAG !  HASHTAG    HASHTAG;1.0;Muy orgulloso de mis colores Blaugranas Muy orgulloso de todo el equipo;0.0
1221;3598;HASHTAG El frenesí sonríe al Barça https://t.co/mYbh7DnnIIí+sonríe+al+Barça;1.0;El frenesí sonríe al Barça;0.0
1222;3602;Decir que se está triste por lo de HASHTAG tal vez sea exagerado, pero el jugarle al desestimar que es algo trágico por quedar como interesante es patético, muestra falta absoluta de cultura y algo peor, demuestra que son los nuevos “únicos y diferentes” PENDEJOS.;-1.0;Decir que se está triste por lo de tal vez sea exagerado  pero el jugarle al desestimar que es algo trágico por quedar como interesante es patético  muestra falta absoluta de cultura y algo peor  demuestra que son los nuevos únicos y diferentes PENDEJOS ;-1.0
1223;3603;Es siempre así. Cuando la oscuridad y la tragedia parece inundarlo todo, la luz de Cristo se abre paso para hacer renacer la esperanza.  HASHTAG https://t.co/SeGiK7Bz0Y;-1.0;Es siempre así  Cuando la oscuridad y la tragedia parece inundarlo todo  la luz de Cristo se abre paso para hacer renacer la esperanza ;-1.0
1224;3605;Así era el interior de Notre Dame antes del terrible incendio. HASHTAG HASHTAG https://t.co/hsm23U2aEC;-1.0;Así era el interior de Notre Dame antes del terrible incendio ;-1.0
1225;3609;Que te dediquen una canción, gusta, pero que te dediquen un libro, enamora. Feliz HASHTAG;1.0;Que te dediquen una canción  gusta  pero que te dediquen un libro  enamora  Feliz;1.0
1226;3610;"Si saben que en SLP se han consumido mas 500 hectarias en los ultimos días?!!! Y tú ""mexicano"" mas triste y preocuado por la perdida de la catedral de HASHTAG, es lamentable si pero, es mas lamentable la perdida de las reservas naturales de nuestro México chingao!! 😭 # https://t.co/vJUOkgt8MT";-1.0;Si saben que en SLP se han consumido mas 500 hectarias en los ultimos días  Y tú  mexicano  mas triste y preocuado por la perdida de la catedral de  es lamentable si pero  es mas lamentable la perdida de las reservas naturales de nuestro México chingao;-1.0
1227;3618;HASHTAG   HASHTAG 1-0 HASHTAG ⚽️ Messi  HASHTAG campeón de liga 2018/2019.  Un nuevo título para HASHTAG!!!;1.0;10 Messi campeón de liga 2018 2019  Un nuevo título para;0.0
1228;3621;HASHTAG 🏆 USER - USER   ⌚81' |3-0| GOOOOOOOLAZO de HASHTAG que marca el tercero de tiro libre.  Siga HASHTAG nuestro minuto a minuto acá 👉 https://t.co/3sjZuZukOV https://t.co/5J4WGgWljO;1.0;81  30 GOOOOOOOLAZO de que marca el tercero de tiro libre  Siga nuestro minuto a minuto acá;0.0
1229;3622;Nadie ha matado al rey nocturno... 😎 Team Arya 😍 HASHTAG https://t.co/OdqRY99Inf;1.0;Nadie ha matado al rey nocturno  Team Arya;-1.0
1230;3623;HASHTAG Con permiso de USER  Mañana ahorrarse darme los buenos días,porque mi respuesta será: BUENOS DÍAS,TÚ.;1.0;Con permiso de Mañana ahorrarse darme los buenos días  porque mi respuesta será  BUENOS DÍAS  TÚ ;1.0
1231;3635;Sin palabras para definir el capítulo de HASHTAG de esta noche!!!! Sin palabras!!!! HASHTAG guapa , sublime , inigualable !!!! 🥰😍🥰 https://t.co/9TCAkNJ0Mc;1.0;Sin palabras para definir el capítulo de de esta noche Sin palabras guapa  sublime  inigualable;1.0
1232;3641;Es triste saber que Notre Dame sobrevivió cosas peores, incluyendo a la revolución francesa y dos guerras mundiales pero no pudo sobrevivir a nuestra época.  HASHTAG;-1.0;Es triste saber que Notre Dame sobrevivió cosas peores  incluyendo a la revolución francesa y dos guerras mundiales pero no pudo sobrevivir a nuestra época ;-1.0
1233;3650;Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de HASHTAG para cantar y esperar lo mejor ante la tragedia.   https://t.co/FOrdY6GybF;-1.0;Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de para cantar y esperar lo mejor ante la tragedia ;-1.0
1234;3651;yo si veo al barsa favorito por que hoy he visto que dios es del barsa HASHTAG HASHTAG;1.0;yo si veo al barsa favorito por que hoy he visto que dios es del barsa;0.0
